DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-05,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-06,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-07,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-08,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-09,0.2,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-10,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-11,0.1,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2014-12,-0.4,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-01,-0.6,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-02,-0.4,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-03,-0.1,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-04,0.4,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-05,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-06,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-07,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-08,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-09,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-10,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-11,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2015-12,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/02/23 11:00:00,M,RCH_A,CP00,BE,2016-01,1.8,
